Scaffold_name	Bin_name	Pfam	domain_name	Abundance
5mSIPHEX1_9_scaffold_2654_c1_2	5mSIPHEX1_9	PF01832	Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase	1
5mSIPHEX1_9_scaffold_2654_c1_2	5mSIPHEX1_9	PF10135	Rod binding protein	1
5mSIPHEX1_9_scaffold_7313_c1_2	5mSIPHEX1_9	PF04273	Beta-lactamase hydrolase-like protein, phosphatase-like domain	2
5mSIPHEX1_9_scaffold_6628_c1_2	5mSIPHEX1_9	PF13462	Thioredoxin	1
5mSIPHEX1_9_scaffold_1560_c2_4	5mSIPHEX1_9	PF14226	non-haem dioxygenase in morphine synthesis N-terminal	1
5mSIPHEX1_9_scaffold_1560_c2_4	5mSIPHEX1_9	PF03171	2OG-Fe(II) oxygenase superfamily	1
5mSIPHEX1_9_scaffold_4915_c1_2	5mSIPHEX1_9	PF11815	Domain of unknown function (DUF3336)	1
5mSIPHEX1_9_scaffold_4915_c1_2	5mSIPHEX1_9	PF01734	Patatin-like phospholipase	2
5mSIPHEX1_9_scaffold_1250_c2_4	5mSIPHEX1_9	PF01609	Transposase DDE domain	2
5mSIPHEX1_9_scaffold_1538_c1_4	5mSIPHEX1_9	PF08534	Redoxin	3
5mSIPHEX1_9_scaffold_4071_c1_1	5mSIPHEX1_9	PF01406	tRNA synthetases class I (C) catalytic domain	2
5mSIPHEX1_9_scaffold_4071_c1_1	5mSIPHEX1_9	PF09190	DALR domain	1
5mSIPHEX1_9_scaffold_4170_c1_2	5mSIPHEX1_9	PF03486	HI0933-like protein	1
5mSIPHEX1_9_scaffold_1184_c1_7	5mSIPHEX1_9	PF01612	3'-5' exonuclease	2
5mSIPHEX1_9_scaffold_1184_c1_7	5mSIPHEX1_9	PF21293	Ribonuclease D, C-terminal HRDC domain	1
5mSIPHEX1_9_scaffold_1184_c1_7	5mSIPHEX1_9	PF00570	HRDC domain	2
5mSIPHEX1_9_scaffold_4106_c1_1	5mSIPHEX1_9	PF01048	Phosphorylase superfamily	2
5mSIPHEX1_9_scaffold_677_c1_3	5mSIPHEX1_9	PF06381	Anti-CBASS protein Acb1-like	1
5mSIPHEX1_9_scaffold_1712_c1_1	5mSIPHEX1_9	PF00691	OmpA family	4
5mSIPHEX1_9_scaffold_3690_c2_2	5mSIPHEX1_9	PF11231	Protein of unknown function (DUF3034)	1
5mSIPHEX1_9_scaffold_914_c1_6	5mSIPHEX1_9	PF07963	Prokaryotic N-terminal methylation motif	17
5mSIPHEX1_9_scaffold_914_c1_6	5mSIPHEX1_9	PF11612	Type II secretion system (T2SS), protein J	1
5mSIPHEX1_9_scaffold_449_c1_16	5mSIPHEX1_9	PF06723	MreB/Mbl protein	1
5mSIPHEX1_9_scaffold_478_c2_6	5mSIPHEX1_9	PF02729	Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding domain	2
5mSIPHEX1_9_scaffold_478_c2_6	5mSIPHEX1_9	PF00185	Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain	2
5mSIPHEX1_9_scaffold_2375_c2_1	5mSIPHEX1_9	PF13424	Tetratricopeptide repeat	2
5mSIPHEX1_9_scaffold_1991_c1_2	5mSIPHEX1_9	PF13614	AAA domain	3
5mSIPHEX1_9_scaffold_1037_c1_3	5mSIPHEX1_9	PF07495	Y_Y_Y domain	2
5mSIPHEX1_9_scaffold_1037_c1_3	5mSIPHEX1_9	PF07494	Two component regulator propeller	4
5mSIPHEX1_9_scaffold_1037_c1_3	5mSIPHEX1_9	PF00990	Diguanylate cyclase, GGDEF domain	33
5mSIPHEX1_9_scaffold_3303_c1_2	5mSIPHEX1_9	PF12729	Four helix bundle sensory module for signal transduction	1
5mSIPHEX1_9_scaffold_3303_c1_2	5mSIPHEX1_9	PF00015	Methyl-accepting chemotaxis protein (MCP) signalling domain	12
5mSIPHEX1_9_scaffold_3303_c1_2	5mSIPHEX1_9	PF00672	HAMP domain	10
5mSIPHEX1_9_scaffold_2003_c1_5	5mSIPHEX1_9	PF13627	Prokaryotic lipoprotein-attachment site	1
5mSIPHEX1_9_scaffold_814_c1_5	5mSIPHEX1_9	PF07676	WD40-like Beta Propeller Repeat	8
5mSIPHEX1_9_scaffold_478_c2_2	5mSIPHEX1_9	PF11201	Protein of unknown function (DUF2982)	1
5mSIPHEX1_9_scaffold_2378_c2_4	5mSIPHEX1_9	PF02817	e3 binding domain	3
5mSIPHEX1_9_scaffold_2378_c2_4	5mSIPHEX1_9	PF00198	2-oxoacid dehydrogenases acyltransferase (catalytic domain)	2
5mSIPHEX1_9_scaffold_386_c2_6	5mSIPHEX1_9	PF04290	Tripartite ATP-independent periplasmic transporters, DctQ component	2
5mSIPHEX1_9_scaffold_1266_c1_3	5mSIPHEX1_9	PF04542	Sigma-70 region 2	9
5mSIPHEX1_9_scaffold_1266_c1_3	5mSIPHEX1_9	PF08281	Sigma-70, region 4	5
5mSIPHEX1_9_scaffold_601_c1_16	5mSIPHEX1_9	PF01738	Dienelactone hydrolase family	1
5mSIPHEX1_9_scaffold_3830_c1_2	5mSIPHEX1_9	PF13181	Tetratricopeptide repeat	5
5mSIPHEX1_9_scaffold_1526_c2_1	5mSIPHEX1_9	PF00696	Amino acid kinase family	6
5mSIPHEX1_9_scaffold_1526_c2_1	5mSIPHEX1_9	PF01472	PUA domain	1
5mSIPHEX1_9_scaffold_3187_c1_1	5mSIPHEX1_9	PF04012	PspA/IM30 family	1
5mSIPHEX1_9_scaffold_1337_c1_5	5mSIPHEX1_9	PF01467	Cytidylyltransferase-like	5
5mSIPHEX1_9_scaffold_1297_c1_2	5mSIPHEX1_9	PF00501	AMP-binding enzyme	5
5mSIPHEX1_9_scaffold_1065_c1_2	5mSIPHEX1_9	PF00263	Bacterial type II and III secretion system protein	4
5mSIPHEX1_9_scaffold_565_c1_1	5mSIPHEX1_9	PF00990	Diguanylate cyclase, GGDEF domain	33
5mSIPHEX1_9_scaffold_565_c1_1	5mSIPHEX1_9	PF00072	Response regulator receiver domain	52
5mSIPHEX1_9_scaffold_592_c1_3	5mSIPHEX1_9	PF00160	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD	3
5mSIPHEX1_9_scaffold_599_c1_12	5mSIPHEX1_9	PF05013	N-formylglutamate amidohydrolase	1
5mSIPHEX1_9_scaffold_3896_c1_1	5mSIPHEX1_9	PF03960	ArsC family	1
5mSIPHEX1_9_scaffold_3244_c1_1	5mSIPHEX1_9	PF06831	Formamidopyrimidine-DNA glycosylase H2TH domain	1
5mSIPHEX1_9_scaffold_3244_c1_1	5mSIPHEX1_9	PF06827	Zinc finger found in FPG and IleRS	1
5mSIPHEX1_9_scaffold_2378_c2_3	5mSIPHEX1_9	PF02852	Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain	3
5mSIPHEX1_9_scaffold_2378_c2_3	5mSIPHEX1_9	PF07992	Pyridine nucleotide-disulphide oxidoreductase	8
5mSIPHEX1_9_scaffold_2652_c1_1	5mSIPHEX1_9	PF13746	4Fe-4S dicluster domain	1
5mSIPHEX1_9_scaffold_2652_c1_1	5mSIPHEX1_9	PF11614	IG-like fold at C-terminal of FixG, putative oxidoreductase	1
5mSIPHEX1_9_scaffold_3579_c1_1	5mSIPHEX1_9	PF00158	Sigma-54 interaction domain	10
5mSIPHEX1_9_scaffold_3579_c1_1	5mSIPHEX1_9	PF08448	PAS fold	3
5mSIPHEX1_9_scaffold_1370_c1_3	5mSIPHEX1_9	PF02411	MerT mercuric transport protein	2
5mSIPHEX1_9_scaffold_3562_c1_3	5mSIPHEX1_9	PF02913	FAD linked oxidases, C-terminal domain	1
5mSIPHEX1_9_scaffold_3562_c1_3	5mSIPHEX1_9	PF01565	FAD binding domain	1
5mSIPHEX1_9_scaffold_3562_c1_3	5mSIPHEX1_9	PF13183	4Fe-4S dicluster domain	1
5mSIPHEX1_9_scaffold_3684_c1_3	5mSIPHEX1_9	PF04998	RNA polymerase Rpb1, domain 5	3
5mSIPHEX1_9_scaffold_3684_c1_3	5mSIPHEX1_9	PF05000	RNA polymerase Rpb1, domain 4	3
5mSIPHEX1_9_scaffold_3684_c1_3	5mSIPHEX1_9	PF04983	RNA polymerase Rpb1, domain 3	2
5mSIPHEX1_9_scaffold_2530_c1_1	5mSIPHEX1_9	PF04542	Sigma-70 region 2	9
5mSIPHEX1_9_scaffold_2530_c1_1	5mSIPHEX1_9	PF00140	Sigma-70 factor, region 1.2	3
5mSIPHEX1_9_scaffold_5220_c1_2	5mSIPHEX1_9	PF17763	Glutaminase/Asparaginase C-terminal domain	1
5mSIPHEX1_9_scaffold_5220_c1_2	5mSIPHEX1_9	PF00710	Asparaginase, N-terminal	1
5mSIPHEX1_9_scaffold_819_c1_7	5mSIPHEX1_9	PF00117	Glutamine amidotransferase class-I	3
5mSIPHEX1_9_scaffold_2547_c1_3	5mSIPHEX1_9	PF17186	Lipocalin-like domain	2
5mSIPHEX1_9_scaffold_1179_c1_1	5mSIPHEX1_9	PF00873	AcrB/AcrD/AcrF family	26
5mSIPHEX1_9_scaffold_1766_c1_8	5mSIPHEX1_9	PF01521	Iron-sulphur cluster biosynthesis	2
5mSIPHEX1_9_scaffold_772_c1_14	5mSIPHEX1_9	PF05661	Protein of unknown function (DUF808)	1
5mSIPHEX1_9_scaffold_4672_c1_1	5mSIPHEX1_9	PF01053	Cys/Met metabolism PLP-dependent enzyme	2
5mSIPHEX1_9_scaffold_3428_c1_1	5mSIPHEX1_9	PF00144	Beta-lactamase	9
5mSIPHEX1_9_scaffold_1326_c1_8	5mSIPHEX1_9	PF21447	Ppx/GppA phosphatase, domain III	1
5mSIPHEX1_9_scaffold_3336_c1_1	5mSIPHEX1_9	PF02190	ATP-dependent protease La (LON) substrate-binding domain	2
5mSIPHEX1_9_scaffold_4969_c1_3	5mSIPHEX1_9	PF01553	Acyltransferase	6
5mSIPHEX1_9_scaffold_1005_c1_6	5mSIPHEX1_9	PF02770	Acyl-CoA dehydrogenase, middle domain	9
5mSIPHEX1_9_scaffold_1005_c1_6	5mSIPHEX1_9	PF00441	Acyl-CoA dehydrogenase, C-terminal domain	9
5mSIPHEX1_9_scaffold_1005_c1_6	5mSIPHEX1_9	PF02771	Acyl-CoA dehydrogenase, N-terminal domain	9
5mSIPHEX1_9_scaffold_1241_c1_5	5mSIPHEX1_9	PF00149	Calcineurin-like phosphoesterase	4
5mSIPHEX1_9_scaffold_1241_c1_5	5mSIPHEX1_9	PF02872	5'-nucleotidase, C-terminal domain	2
5mSIPHEX1_9_scaffold_1247_c1_3	5mSIPHEX1_9	PF00924	Mechanosensitive ion channel, beta-domain	8
5mSIPHEX1_9_scaffold_2115_c1_2	5mSIPHEX1_9	PF02599	Global regulator protein family	1
5mSIPHEX1_9_scaffold_906_c1_1	5mSIPHEX1_9	PF00753	Metallo-beta-lactamase superfamily	6
5mSIPHEX1_9_scaffold_820_c1_10	5mSIPHEX1_9	PF11104	Type IV pilus assembly protein PilM;	1
5mSIPHEX1_9_scaffold_1788_c1_6	5mSIPHEX1_9	PF11227	Protein of unknown function (DUF3025)	1
5mSIPHEX1_9_scaffold_677_c1_21	5mSIPHEX1_9	PF14301	Domain of unknown function (DUF4376)	1
5mSIPHEX1_9_scaffold_2101_c1_8	5mSIPHEX1_9	PF08468	Methyltransferase small domain N-terminal	1
5mSIPHEX1_9_scaffold_6363_c1_2	5mSIPHEX1_9	PF01077	Nitrite and sulphite reductase 4Fe-4S domain	2
5mSIPHEX1_9_scaffold_6363_c1_2	5mSIPHEX1_9	PF03460	Nitrite/Sulfite reductase ferredoxin-like half domain	2
5mSIPHEX1_9_scaffold_936_c1_10	5mSIPHEX1_9	PF04386	Stringent starvation protein B	1
5mSIPHEX1_9_scaffold_1728_c1_6	5mSIPHEX1_9	PF12833	Helix-turn-helix domain	8
5mSIPHEX1_9_scaffold_1728_c1_6	5mSIPHEX1_9	PF13377	Periplasmic binding protein-like domain	4
5mSIPHEX1_9_scaffold_1680_c1_4	5mSIPHEX1_9	PF12118	SprA-related family	1
5mSIPHEX1_9_scaffold_2188_c2_2	5mSIPHEX1_9	PF02617	ATP-dependent Clp protease adaptor protein ClpS	1
5mSIPHEX1_9_scaffold_1692_c1_5	5mSIPHEX1_9	PF01244	Membrane dipeptidase (Peptidase family M19)	2
5mSIPHEX1_9_scaffold_337_c1_8	5mSIPHEX1_9	PF00037	4Fe-4S binding domain	1
5mSIPHEX1_9_scaffold_337_c1_8	5mSIPHEX1_9	PF11953	Domain of unknown function (DUF3470)	1
5mSIPHEX1_9_scaffold_734_c2_3	5mSIPHEX1_9	PF00512	His Kinase A (phospho-acceptor) domain	22
5mSIPHEX1_9_scaffold_734_c2_3	5mSIPHEX1_9	PF05227	CHASE3 domain	1
5mSIPHEX1_9_scaffold_734_c2_3	5mSIPHEX1_9	PF02518	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	29
5mSIPHEX1_9_scaffold_832_c1_15	5mSIPHEX1_9	PF00410	Ribosomal protein S8	1
5mSIPHEX1_9_scaffold_1479_c1_4	5mSIPHEX1_9	PF00466	Ribosomal protein L10	1
5mSIPHEX1_9_scaffold_1311_c1_7	5mSIPHEX1_9	PF00291	Pyridoxal-phosphate dependent enzyme	5
5mSIPHEX1_9_scaffold_1381_c1_5	5mSIPHEX1_9	PF13533	Biotin-lipoyl like	4
5mSIPHEX1_9_scaffold_1381_c1_5	5mSIPHEX1_9	PF13437	HlyD family secretion protein	9
5mSIPHEX1_9_scaffold_6732_c1_3	5mSIPHEX1_9	PF00575	S1 RNA binding domain	4
5mSIPHEX1_9_scaffold_1652_c1_1	5mSIPHEX1_9	PF12802	MarR family	4
5mSIPHEX1_9_scaffold_4566_c1_1	5mSIPHEX1_9	PF04972	BON domain	2
5mSIPHEX1_9_scaffold_592_c1_5	5mSIPHEX1_9	PF00207	Alpha-2-macroglobulin family	2
5mSIPHEX1_9_scaffold_592_c1_5	5mSIPHEX1_9	PF17973	Bacterial Alpha-2-macroglobulin MG10 domain	2
5mSIPHEX1_9_scaffold_592_c1_5	5mSIPHEX1_9	PF01835	MG2 domain	2
5mSIPHEX1_9_scaffold_592_c1_5	5mSIPHEX1_9	PF17972	Bacterial Alpha-2-macroglobulin MG5 domain	1
5mSIPHEX1_9_scaffold_592_c1_5	5mSIPHEX1_9	PF11974	Bacterial alpha-2-macroglobulin MG3 domain	2
5mSIPHEX1_9_scaffold_592_c1_5	5mSIPHEX1_9	PF07703	Alpha-2-macroglobulin bait region domain	2
5mSIPHEX1_9_scaffold_2632_c1_2	5mSIPHEX1_9	PF19577	DcaP outer membrane protein	1
5mSIPHEX1_9_scaffold_4023_c1_2	5mSIPHEX1_9	PF13437	HlyD family secretion protein	9
5mSIPHEX1_9_scaffold_6749_c1_1	5mSIPHEX1_9	PF00408	Phosphoglucomutase/phosphomannomutase, C-terminal domain	2
5mSIPHEX1_9_scaffold_6749_c1_1	5mSIPHEX1_9	PF02880	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III	2
5mSIPHEX1_9_scaffold_845_c1_9	5mSIPHEX1_9	PF01494	FAD binding domain	3
5mSIPHEX1_9_scaffold_337_c1_12	5mSIPHEX1_9	PF00557	Metallopeptidase family M24	4
5mSIPHEX1_9_scaffold_4078_c1_1	5mSIPHEX1_9	PF02875	Mur ligase family, glutamate ligase domain	7
5mSIPHEX1_9_scaffold_3885_c1_2	5mSIPHEX1_9	PF00071	Ras family	1
5mSIPHEX1_9_scaffold_5231_c1_2	5mSIPHEX1_9	PF00400	WD domain, G-beta repeat	1
5mSIPHEX1_9_scaffold_4636_c1_3	5mSIPHEX1_9	PF02518	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	29
5mSIPHEX1_9_scaffold_792_c1_10	5mSIPHEX1_9	PF00072	Response regulator receiver domain	52
5mSIPHEX1_9_scaffold_952_c1_5	5mSIPHEX1_9	PF00588	SpoU rRNA Methylase family	7
5mSIPHEX1_9_scaffold_592_c1_9	5mSIPHEX1_9	PF00873	AcrB/AcrD/AcrF family	26
5mSIPHEX1_9_scaffold_6488_c1_2	5mSIPHEX1_9	PF02670	1-deoxy-D-xylulose 5-phosphate reductoisomerase	1
5mSIPHEX1_9_scaffold_6488_c1_2	5mSIPHEX1_9	PF08436	1-deoxy-D-xylulose 5-phosphate reductoisomerase C-terminal domain	1
5mSIPHEX1_9_scaffold_6488_c1_2	5mSIPHEX1_9	PF13288	DXP reductoisomerase C-terminal domain	1
5mSIPHEX1_9_scaffold_1241_c1_1	5mSIPHEX1_9	PF00709	Adenylosuccinate synthetase	2
5mSIPHEX1_9_scaffold_601_c1_10	5mSIPHEX1_9	PF01040	UbiA prenyltransferase family	2
5mSIPHEX1_9_scaffold_4912_c1_3	5mSIPHEX1_9	PF00873	AcrB/AcrD/AcrF family	26
5mSIPHEX1_9_scaffold_2883_c1_2	5mSIPHEX1_9	PF00459	Inositol monophosphatase family	2
5mSIPHEX1_9_scaffold_631_c1_12	5mSIPHEX1_9	PF01758	Sodium Bile acid symporter family	3
5mSIPHEX1_9_scaffold_1033_c1_6	5mSIPHEX1_9	PF01722	BolA-like protein	1
5mSIPHEX1_9_scaffold_1140_c1_5	5mSIPHEX1_9	PF13484	4Fe-4S double cluster binding domain	1
5mSIPHEX1_9_scaffold_1140_c1_5	5mSIPHEX1_9	PF08331	Epoxyqueuosine reductase QueG, DUF1730	1
5mSIPHEX1_9_scaffold_5376_c1_2	5mSIPHEX1_9	PF01467	Cytidylyltransferase-like	5
5mSIPHEX1_9_scaffold_5376_c1_2	5mSIPHEX1_9	PF00294	pfkB family carbohydrate kinase	3
5mSIPHEX1_9_scaffold_2029_c1_3	5mSIPHEX1_9	PF01985	CRS1 / YhbY (CRM) domain	1
5mSIPHEX1_9_scaffold_3626_c1_2	5mSIPHEX1_9	PF00593	TonB dependent receptor	17
5mSIPHEX1_9_scaffold_3626_c1_2	5mSIPHEX1_9	PF07715	TonB-dependent Receptor Plug Domain	23
5mSIPHEX1_9_scaffold_1163_c2_2	5mSIPHEX1_9	PF10977	Protein of unknown function (DUF2797)	1
5mSIPHEX1_9_scaffold_4861_c1_3	5mSIPHEX1_9	PF03692	Putative zinc- or iron-chelating domain	1
5mSIPHEX1_9_scaffold_635_c1_17	5mSIPHEX1_9	PF00270	DEAD/DEAH box helicase	7
5mSIPHEX1_9_scaffold_635_c1_17	5mSIPHEX1_9	PF17191	RecG wedge domain	2
5mSIPHEX1_9_scaffold_635_c1_17	5mSIPHEX1_9	PF00271	Helicase conserved C-terminal domain	8
5mSIPHEX1_9_scaffold_635_c1_17	5mSIPHEX1_9	PF19833	ATP-dependent DNA helicase RecG, domain 3, C-terminal	1
5mSIPHEX1_9_scaffold_2704_c1_2	5mSIPHEX1_9	PF18073	Rubredoxin metal binding domain	1
5mSIPHEX1_9_scaffold_2704_c1_2	5mSIPHEX1_9	PF13481	AAA domain	1
5mSIPHEX1_9_scaffold_2704_c1_2	5mSIPHEX1_9	PF13541	Subunit ChlI of Mg-chelatase	2
5mSIPHEX1_9_scaffold_2785_c1_2	5mSIPHEX1_9	PF02447	GntP family permease	1
5mSIPHEX1_9_scaffold_4985_c1_1	5mSIPHEX1_9	PF10609	NUBPL iron-transfer P-loop NTPase	3
5mSIPHEX1_9_scaffold_1247_c1_5	5mSIPHEX1_9	PF00682	HMGL-like	4
5mSIPHEX1_9_scaffold_1184_c1_6	5mSIPHEX1_9	PF00501	AMP-binding enzyme	5
5mSIPHEX1_9_scaffold_1184_c1_6	5mSIPHEX1_9	PF13193	AMP-binding enzyme C-terminal domain	3
5mSIPHEX1_9_scaffold_386_c2_19	5mSIPHEX1_9	PF02836	Glycosyl hydrolases family 2, TIM barrel domain	2
5mSIPHEX1_9_scaffold_386_c2_19	5mSIPHEX1_9	PF02837	Glycosyl hydrolases family 2, sugar binding domain	2
5mSIPHEX1_9_scaffold_386_c2_19	5mSIPHEX1_9	PF00703	Glycosyl hydrolases family 2	2
5mSIPHEX1_9_scaffold_386_c2_19	5mSIPHEX1_9	PF16355	Domain of unknown function (DUF4982)	1
5mSIPHEX1_9_scaffold_449_c1_9	5mSIPHEX1_9	PF07963	Prokaryotic N-terminal methylation motif	17
5mSIPHEX1_9_scaffold_832_c1_17	5mSIPHEX1_9	PF00281	Ribosomal protein L5	1
5mSIPHEX1_9_scaffold_832_c1_17	5mSIPHEX1_9	PF00673	ribosomal L5P family C-terminus	1
5mSIPHEX1_9_scaffold_1609_c1_8	5mSIPHEX1_9	PF00361	Proton-conducting membrane transporter	5
5mSIPHEX1_9_scaffold_478_c2_10	5mSIPHEX1_9	PF00892	EamA-like transporter family	5
5mSIPHEX1_9_scaffold_5007_c1_1	5mSIPHEX1_9	PF00561	alpha/beta hydrolase fold	8
5mSIPHEX1_9_scaffold_821_c2_2	5mSIPHEX1_9	PF09932	Uncharacterized conserved protein (DUF2164)	1
5mSIPHEX1_9_scaffold_1158_c2_3	5mSIPHEX1_9	PF12262	Bacterial virulence factor lipase N-terminal	1
5mSIPHEX1_9_scaffold_855_c1_8	5mSIPHEX1_9	PF02028	BCCT, betaine/carnitine/choline family transporter	2
5mSIPHEX1_9_scaffold_1184_c1_5	5mSIPHEX1_9	PF00561	alpha/beta hydrolase fold	8
5mSIPHEX1_9_scaffold_2654_c1_1	5mSIPHEX1_9	PF02119	Flagellar P-ring protein	2
5mSIPHEX1_9_scaffold_1284_c1_3	5mSIPHEX1_9	PF02811	PHP domain	2
5mSIPHEX1_9_scaffold_1284_c1_3	5mSIPHEX1_9	PF17657	Bacterial DNA polymerase III alpha subunit finger domain	2
5mSIPHEX1_9_scaffold_1284_c1_3	5mSIPHEX1_9	PF20914	DNA polymerase III subunit alpha, C-terminal domain	1
5mSIPHEX1_9_scaffold_1284_c1_3	5mSIPHEX1_9	PF01336	OB-fold nucleic acid binding domain	4
5mSIPHEX1_9_scaffold_1284_c1_3	5mSIPHEX1_9	PF07733	Bacterial DNA polymerase III alpha NTPase domain	2
5mSIPHEX1_9_scaffold_1284_c1_3	5mSIPHEX1_9	PF14579	Helix-hairpin-helix motif	2
5mSIPHEX1_9_scaffold_5638_c1_2	5mSIPHEX1_9	PF13495	Phage integrase, N-terminal SAM-like domain	1
5mSIPHEX1_9_scaffold_5638_c1_2	5mSIPHEX1_9	PF00589	Phage integrase family	6
5mSIPHEX1_9_scaffold_5758_c1_4	5mSIPHEX1_9	PF01255	Putative undecaprenyl diphosphate synthase	1
5mSIPHEX1_9_scaffold_1440_c2_4	5mSIPHEX1_9	PF02472	Biopolymer transport protein ExbD/TolR	5
5mSIPHEX1_9_scaffold_3886_c1_2	5mSIPHEX1_9	PF02687	FtsX-like permease family	8
5mSIPHEX1_9_scaffold_3886_c1_2	5mSIPHEX1_9	PF12704	MacB-like periplasmic core domain	7
5mSIPHEX1_9_scaffold_784_c1_7	5mSIPHEX1_9	PF00528	Binding-protein-dependent transport system inner membrane component	2
5mSIPHEX1_9_scaffold_3916_c1_2	5mSIPHEX1_9	PF07044	Protein of unknown function (DUF1329)	1
5mSIPHEX1_9_scaffold_845_c1_2	5mSIPHEX1_9	PF01812	5-formyltetrahydrofolate cyclo-ligase family	1
5mSIPHEX1_9_scaffold_851_c1_8	5mSIPHEX1_9	PF07715	TonB-dependent Receptor Plug Domain	23
5mSIPHEX1_9_scaffold_851_c1_8	5mSIPHEX1_9	PF00593	TonB dependent receptor	17
5mSIPHEX1_9_scaffold_6467_c1_1	5mSIPHEX1_9	PF01966	HD domain	2
5mSIPHEX1_9_scaffold_6206_c1_2	5mSIPHEX1_9	PF01124	MAPEG family	5
5mSIPHEX1_9_scaffold_4379_c1_2	5mSIPHEX1_9	PF01479	S4 domain	5
5mSIPHEX1_9_scaffold_4379_c1_2	5mSIPHEX1_9	PF00163	Ribosomal protein S4/S9 N-terminal domain	2
5mSIPHEX1_9_scaffold_2912_c1_4	5mSIPHEX1_9	PF02050	Flagellar FliJ protein	1
5mSIPHEX1_9_scaffold_3244_c1_3	5mSIPHEX1_9	PF14052	Capsule assembly protein Wzi	1
5mSIPHEX1_9_scaffold_4035_c1_3	5mSIPHEX1_9	PF00886	Ribosomal protein S16	1
5mSIPHEX1_9_scaffold_4984_c1_2	5mSIPHEX1_9	PF04379	ApaG domain	1
5mSIPHEX1_9_scaffold_7232_c1_1	5mSIPHEX1_9	PF14819	Nitrile reductase, 7-cyano-7-deazaguanine-reductase N-term	1
5mSIPHEX1_9_scaffold_337_c1_4	5mSIPHEX1_9	PF06940	Domain of unknown function (DUF1287)	1
5mSIPHEX1_9_scaffold_2048_c1_5	5mSIPHEX1_9	PF13505	Outer membrane protein beta-barrel domain	3
5mSIPHEX1_9_scaffold_1438_c1_6	5mSIPHEX1_9	PF01209	ubiE/COQ5 methyltransferase family	1
5mSIPHEX1_9_scaffold_1140_c1_2	5mSIPHEX1_9	PF01476	LysM domain	5
5mSIPHEX1_9_scaffold_1140_c1_2	5mSIPHEX1_9	PF01520	N-acetylmuramoyl-L-alanine amidase	1
5mSIPHEX1_9_scaffold_1140_c1_2	5mSIPHEX1_9	PF11741	AMIN domain	2
5mSIPHEX1_9_scaffold_5325_c1_3	5mSIPHEX1_9	PF01715	IPP transferase	1
5mSIPHEX1_9_scaffold_7434_c1_1	5mSIPHEX1_9	PF00483	Nucleotidyl transferase	3
5mSIPHEX1_9_scaffold_7434_c1_1	5mSIPHEX1_9	PF01050	Mannose-6-phosphate isomerase	1
5mSIPHEX1_9_scaffold_845_c1_10	5mSIPHEX1_9	PF00892	EamA-like transporter family	5
5mSIPHEX1_9_scaffold_1182_c1_4	5mSIPHEX1_9	PF00563	EAL domain	17
5mSIPHEX1_9_scaffold_814_c1_8	5mSIPHEX1_9	PF00873	AcrB/AcrD/AcrF family	26
5mSIPHEX1_9_scaffold_820_c1_9	5mSIPHEX1_9	PF00912	Transglycosylase	4
5mSIPHEX1_9_scaffold_820_c1_9	5mSIPHEX1_9	PF00905	Penicillin binding protein transpeptidase domain	5
5mSIPHEX1_9_scaffold_820_c1_9	5mSIPHEX1_9	PF17092	Penicillin-binding protein OB-like domain	1
5mSIPHEX1_9_scaffold_1712_c1_5	5mSIPHEX1_9	PF13426	PAS domain	8
5mSIPHEX1_9_scaffold_1712_c1_5	5mSIPHEX1_9	PF13188	PAS domain	2
5mSIPHEX1_9_scaffold_1712_c1_5	5mSIPHEX1_9	PF00989	PAS fold	3
5mSIPHEX1_9_scaffold_977_c1_13	5mSIPHEX1_9	PF01548	Transposase	5
5mSIPHEX1_9_scaffold_977_c1_13	5mSIPHEX1_9	PF02371	Transposase IS116/IS110/IS902 family	5
5mSIPHEX1_9_scaffold_1983_c1_7	5mSIPHEX1_9	PF04809	HupH hydrogenase expression protein, C-terminal conserved region	1
5mSIPHEX1_9_scaffold_4876_c2_3	5mSIPHEX1_9	PF01220	Dehydroquinase class II	1
5mSIPHEX1_9_scaffold_982_c1_1	5mSIPHEX1_9	PF04066	Multiple resistance and pH regulation protein F (MrpF / PhaF)	2
5mSIPHEX1_9_scaffold_4071_c1_2	5mSIPHEX1_9	PF01476	LysM domain	5
5mSIPHEX1_9_scaffold_4071_c1_2	5mSIPHEX1_9	PF01464	Transglycosylase SLT domain	3
5mSIPHEX1_9_scaffold_3505_c1_2	5mSIPHEX1_9	PF00450	Serine carboxypeptidase	1
5mSIPHEX1_9_scaffold_3385_c1_1	5mSIPHEX1_9	PF01694	Rhomboid family	3
5mSIPHEX1_9_scaffold_1274_c1_8	5mSIPHEX1_9	PF00015	Methyl-accepting chemotaxis protein (MCP) signalling domain	12
5mSIPHEX1_9_scaffold_695_c1_5	5mSIPHEX1_9	PF21216	Xaa-Pro dipeptidase, N-terminal domain	1
